group;name_item;href_name;price;street;region;seller
['1-komnatnye'];1-к. квартира, 41,5 м², 12/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_1216et._2750872522;4148000.0;пер. Аршанский, д. 4;р-н Ленинский;"ООО CЗ ""Нижневолжская строительная компания"""
['1-komnatnye'];1-к. квартира, 36 м², 8/23 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_36m_823et._2595478280;4900000.0;Астрахань, Донецкая улица, 2/3;р-н Советский;None
['1-komnatnye'];1-к. квартира, 45,8 м², 21/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_458m_2124et._2548612893;5880000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 46,3 м², 12/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_463m_1224et._2548434012;5780000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 37,5 м², 11/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_375m_1116et._3091051993;4200000.0;ул. Минусинская, уч. 8г, стр. 2;р-н Кировский;АКСИОМА | Квартиры в новостройках Астрахани от застройщика
['1-komnatnye'];1-к. квартира, 37,2 м², 11/18 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_372m_1118et._2615386937;4521000.0;ул. Васильковая, д. 7;р-н Советский;RES застройщик г. Астрахань
['1-komnatnye'];1-к. квартира, 50,6 м², 20/21 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_506m_2021et._2192193757;8100000.0;ул. Трофимова, д. 7А, корп. 1;р-н Советский;Московские кварталы, квартиры в центре Астрахани
['1-komnatnye'];1-к. квартира, 43,2 м², 21/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_432m_2124et._2548231568;6110000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 38,6 м², 1/4 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_386m_14et._2665434264;3497160.0;ул. 1-я Воскресенская, д. 2;р-н Советский;АЛЕГРАНТ-ГРУПП
['1-komnatnye'];1-к. квартира, 40,1 м², 3/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_401m_324et._2548059109;5910000.0;ул. Бехтерева, д. 2б;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 45,3 м², 12/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_453m_1224et._2821838585;5186850.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 40,1 м², 17/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_401m_1724et._2548474483;5910000.0;ул. Бехтерева, д. 2б;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 41,9 м², 20/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_419m_2024et._2548065042;5590000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 37,2 м², 9/18 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_372m_918et._2391696501;4521000.0;ул. Васильковая, д. 7;р-н Советский;RES застройщик г. Астрахань
['1-komnatnye'];1-к. квартира, 45,3 м², 22/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_453m_2224et._2822329032;5431470.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 46,7 м², 6/19 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_467m_619et._2509811580;5500000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 38,5 м², 13/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_385m_1316et._3091657223;4331250.0;ул. Минусинская, уч. 8г, стр. 2;р-н Кировский;АКСИОМА | Квартиры в новостройках Астрахани от застройщика
['1-komnatnye'];1-к. квартира, 44,7 м², 5/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_447m_524et._2821956192;5047710.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 41,1 м², 7/17 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_411m_717et._2509567210;4900000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 50,1 м², 21/21 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_501m_2121et._2160622284;8016000.0;ул. Трофимова, д. 7, лит. А;р-н Советский;Московские кварталы, квартиры в центре Астрахани
['1-komnatnye'];1-к. квартира, 50,1 м², 21/21 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_501m_2121et._2160236353;8016000.0;ул. Трофимова, д. 7А;р-н Советский;Московские кварталы, квартиры в центре Астрахани
['1-komnatnye'];1-к. квартира, 47,5 м², 19/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_475m_1924et._2548689124;6530000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 38,1 м², 9/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_381m_924et._2822324354;4592448.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 46,5 м², 8/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_465m_824et._3123846283;5730000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 34 м², 19/23 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_34m_1923et._2372914590;5710000.0;ул. Набережная Приволжского затона, стр. 3;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 45 м², 7/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_45m_79et._2692050942;5316700.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 38,1 м², 7/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_381m_724et._2822414080;4569600.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 42,8 м², 22/23 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_428m_2223et._2437678428;6210000.0;ул. Набережная Приволжского затона, стр. 3;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 44,7 м², 11/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_447m_1124et._2822520761;5101314.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 43,4 м², 8/17 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_434m_817et._3009694938;4500003.0;пр-д Воробьева, д. 5а;р-н Советский;Застройщик
['1-komnatnye'];1-к. квартира, 40,2 м², 13/19 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_402m_1319et._2509037779;5250000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 37,2 м², 5/18 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_372m_518et._2391520243;4521000.0;ул. Васильковая, д. 7;р-н Советский;RES застройщик г. Астрахань
['1-komnatnye'];1-к. квартира, 37,2 м², 16/17 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_372m_1617et._2615226722;4433900.0;ул. Васильковая, д. 7;р-н Советский;RES застройщик г. Астрахань
['1-komnatnye'];1-к. квартира, 41,5 м², 16/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_1616et._2750935597;4148000.0;пер. Аршанский, д. 4;р-н Ленинский;"ООО CЗ ""Нижневолжская строительная компания"""
['1-komnatnye'];1-к. квартира, 38,9 м², 4/4 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_389m_44et._2665321149;3648820.0;ул. 1-я Воскресенская, д. 2;р-н Советский;АЛЕГРАНТ-ГРУПП
['1-komnatnye'];1-к. квартира, 33,8 м², 3/25 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_338m_325et._3045023310;4260000.0;ул. Космонавтов, д. 18;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 39,3 м², 7/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_393m_716et._2659062605;3985020.0;ул. Калинина, з/у 19;р-н Кировский;ЖК Калина Парк
['1-komnatnye'];1-к. квартира, 45,3 м², 13/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_453m_1324et._2821870343;5200440.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 32,8 м², 25/25 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_328m_2525et._3045118882;4020000.0;ул. Космонавтов, д. 18;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 38,8 м², 13/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_388m_1324et._2822527057;4724622.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 45,2 м², 6/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_452m_69et._2692406199;5295100.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 45,2 м², 18/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_452m_1824et._2547920311;5780000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 33,6 м², 12/25 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_336m_1225et._2436900654;4480000.0;ул. Космонавтов, д. 18;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 43,3 м², 6/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_433m_69et._2692725115;5116100.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 46 м², 13/19 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_46m_1319et._3021367239;4700000.0;ул. Брестская/Автомобильная/пер. 1-й Таманский, д. 2;р-н Советский;Бруклин Жилой Квартал
['1-komnatnye'];1-к. квартира, 41,5 м², 12/19 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_1219et._2508853943;4800000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 36 м², 3/4 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_36m_34et._2665322625;3423600.0;ул. 1-я Воскресенская, д. 2;р-н Советский;АЛЕГРАНТ-ГРУПП
['1-komnatnye'];1-к. квартира, 45,3 м², 8/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_453m_824et._2821959888;5134756.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 47,5 м², 16/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_475m_1624et._2547850623;6430000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 41,4 м², 15/19 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_414m_1519et._2509188231;4800000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 37,8 м², 1/4 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_378m_14et._2665016933;2948400.0;ул. 1-я Воскресенская, д. 2;р-н Советский;АЛЕГРАНТ-ГРУПП
['1-komnatnye'];1-к. квартира, 41,5 м², 4/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_416et._2658898333;4208100.0;ул. Калинина, з/у 19;р-н Кировский;ЖК Калина Парк
['1-komnatnye'];1-к. квартира, 33,8 м², 3/25 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_338m_325et._3045023310;4260000.0;ул. Космонавтов, д. 18;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 41,5 м², 13/19 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_1319et._2509822854;4800000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 61 м², 5/7 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_61m_57et._3156390954;9150000.0;ул. Кремлевская/Ан.Сергеева, д. 1/4;р-н Кировский;ЖК Кремлевский
['1-komnatnye'];1-к. квартира, 41,5 м², 8/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_816et._2751685298;4148000.0;пер. Аршанский, д. 4;р-н Ленинский;"ООО CЗ ""Нижневолжская строительная компания"""
['1-komnatnye'];1-к. квартира, 37,5 м², 3/4 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_375m_34et._2664811947;2951250.0;ул. 1-я Воскресенская, д. 2;р-н Советский;АЛЕГРАНТ-ГРУПП
['1-komnatnye'];1-к. квартира, 41,5 м², 11/19 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_1119et._2509153301;4800000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 41,5 м², 6/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_616et._2659724796;4208100.0;ул. Калинина, з/у 19;р-н Кировский;ЖК Калина Парк
['1-komnatnye'];1-к. квартира, 45 м², 9/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_45m_99et._2692011408;5323400.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 41,3 м², 6/17 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_413m_617et._2509254023;4900000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 43,2 м², 16/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_432m_1624et._2548461266;5530000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 45,6 м², 13/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_456m_1324et._2548213973;5780000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 36,3 м², 4/4 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_363m_44et._2664936841;2904000.0;ул. 1-я Воскресенская, д. 2;р-н Советский;АЛЕГРАНТ-ГРУПП
['1-komnatnye'];1-к. квартира, 41,5 м², 3/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_316et._2751581852;4148000.0;пер. Аршанский, д. 4;р-н Ленинский;"ООО CЗ ""Нижневолжская строительная компания"""
['1-komnatnye'];1-к. квартира, 36,1 м², 1/10 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_361m_110et._2647630673;2869950.0;ул. Адмирала Макарова, жилой дом;р-н Советский;RES застройщик г. Астрахань
['1-komnatnye'];1-к. квартира, 42,8 м², 22/23 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_428m_2223et._2437678428;6210000.0;ул. Набережная Приволжского затона, стр. 3;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 45,3 м², 23/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_453m_2324et._2548619712;6510000.0;ул. Бехтерева, д. 2б;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 49,2 м², 6/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_492m_69et._2692181388;5713900.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 45,2 м², 19/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_452m_1924et._2548267942;5880000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 43,2 м², 11/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_432m_1124et._2548239162;6010000.0;ул. Бехтерева, стр. 3;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 45 м², 1/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_45m_19et._2692231302;5181700.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 49,2 м², 7/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_492m_79et._2692311620;5763100.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 45,3 м², 15/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_453m_1524et._2822114928;5227620.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 34 м², 25/25 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_34m_2525et._2437386880;4690000.0;ул. Космонавтов, д. 18;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 41 м², 6/23 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_41m_623et._2117024793;6980000.0;ул. Набережная Приволжского затона, стр. 3;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 51,7 м², 10/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_517m_1016et._2751405687;4990000.0;пер. Аршанский, д. 4;р-н Ленинский;"ООО CЗ ""Нижневолжская строительная компания"""
['1-komnatnye'];1-к. квартира, 46,7 м², 9/21 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_467m_921et._2957039476;5100000.0;ул. Трофимова, стр. 3;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
['1-komnatnye'];1-к. квартира, 37,2 м², 3/18 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_372m_318et._2391681581;4521000.0;ул. Васильковая, д. 7;р-н Советский;RES застройщик г. Астрахань
['1-komnatnye'];1-к. квартира, 50,6 м², 7/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_506m_716et._2910810539;6578000.0;ул. Латышева , стр. 7;р-н Ленинский;"ООО CЗ ""Нижневолжская строительная компания"""
['1-komnatnye'];1-к. квартира, 36,3 м², 4/4 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_363m_44et._2665228398;3426720.0;ул. 1-я Воскресенская, д. 2;р-н Советский;АЛЕГРАНТ-ГРУПП
['1-komnatnye'];1-к. квартира, 41,5 м², 10/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_1016et._2750822489;4148000.0;пер. Аршанский, д. 4;р-н Ленинский;"ООО CЗ ""Нижневолжская строительная компания"""
['1-komnatnye'];1-к. квартира, 37,5 м², 13/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_375m_1316et._3027421088;3825000.0;ул. Минусинская, уч. 8г, стр. 1;р-н Кировский;АКСИОМА | Квартиры в новостройках Астрахани от застройщика
['1-komnatnye'];1-к. квартира, 37,2 м², 1/10 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_372m_110et._2647323996;2956605.0;ул. Адмирала Макарова, жилой дом;р-н Советский;RES застройщик г. Астрахань
['1-komnatnye'];1-к. квартира, 48,6 м², 6/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_486m_69et._2692694605;5644300.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 43,3 м², 9/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_433m_99et._2692355140;5166100.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 40,6 м², 16/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_406m_1616et._2659702786;4522840.0;ул. Калинина, з/у 19;р-н Кировский;ЖК Калина Парк
['1-komnatnye'];1-к. квартира, 41,5 м², 9/16 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_916et._2751177690;4148000.0;пер. Аршанский, д. 4;р-н Ленинский;"ООО CЗ ""Нижневолжская строительная компания"""
['1-komnatnye'];1-к. квартира, 37,7 м², 7/25 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_377m_725et._2724837992;4720000.0;ул. Латышева, стр. 1.1;р-н Ленинский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 39,2 м², 1/4 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_392m_14et._2664949294;3041920.0;ул. 1-я Воскресенская, д. 2;р-н Советский;АЛЕГРАНТ-ГРУПП
['1-komnatnye'];1-к. квартира, 38,8 м², 16/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_388m_1624et._2822028784;4759533.0;ул. Савушкина, стр. 1;р-н Ленинский;СЗ Тайгер
['1-komnatnye'];1-к. квартира, 40,5 м², 11/25 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_405m_1125et._3045360420;4600000.0;ул. Космонавтов, д. 18;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 46,3 м², 23/24 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_463m_2324et._3124220969;5830000.0;ул. Бехтерева, д. 2б;р-н Кировский;"""Прогресс"" Девелоперская компания"
['1-komnatnye'];1-к. квартира, 33,6 м², 16/25 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_336m_1625et._2437536829;4550000.0;ул. Космонавтов, д. 18;р-н Советский;РАЗУМ  Девелоперская компания
['1-komnatnye'];1-к. квартира, 49,2 м², 5/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_492m_59et._2692432376;5664700.0;ул. Бакинская, д. 87;р-н Кировский;"ООО СЗ ""ИФК ""Астрстройинвест"""
['1-komnatnye'];1-к. квартира, 41,5 м², 4/19 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_415m_419et._2509341291;4800000.0;ул. Трофимова, стр. 1;р-н Советский;"ООО ""Буран"", ЖК ""Лотос Парк"""
